"date","open","high","low","close","adj_close","volume","ma_200","ma_50","ma_21","ma_7"
"1989-11-17","0.397321","0.404018","0.397321","0.399554","0.320533","88558400","0.374922","0.408482","0.406038","0.405294"
"1989-11-20","0.401786","0.40625","0.397321","0.404018","0.324114","108068800","0.375223","0.408393","0.404868","0.404337"
"1989-11-21","0.404018","0.415179","0.404018","0.404018","0.324114","140246400","0.375502","0.408259","0.404231","0.402424"
"1989-11-22","0.40625","0.408482","0.397321","0.399554","0.320533","97944000","0.375792","0.408214","0.403008","0.400192"
"1989-11-24","0.399554","0.401786","0.399554","0.399554","0.320533","27854400","0.376083","0.408214","0.402264","0.400192"
"1989-11-27","0.399554","0.404018","0.390625","0.392857","0.315161","105145600","0.376384","0.408036","0.401733","0.399873"
"1989-11-28","0.390625","0.395089","0.381696","0.393973","0.316056","135374400","0.376702","0.408058","0.401254","0.399075"
"1989-11-29","0.388393","0.395089","0.379464","0.392857","0.315161","152947200","0.37707","0.408192","0.40051","0.398119"
"1989-11-30","0.390625","0.397321","0.388393","0.395089","0.316951","63448000","0.377427","0.408125","0.399554","0.396843"
"1989-12-01","0.397321","0.401786","0.389509","0.392857","0.315161","146227200","0.377768","0.407991","0.39865","0.395249"
"1989-12-04","0.390625","0.40625","0.390625","0.404018","0.324114","97361600","0.378147","0.408058","0.399182","0.395886"
"1989-12-05","0.404018","0.408482","0.397321","0.401786","0.322324","121766400","0.378482","0.408013","0.399926","0.396205"
"1989-12-06","0.401786","0.404018","0.366071","0.381696","0.306207","334980800","0.37875","0.407567","0.399713","0.394611"
"1989-12-07","0.377232","0.386161","0.375","0.381696","0.306207","178416000","0.379018","0.40721","0.399182","0.392857"
"1989-12-08","0.379464","0.383929","0.368304","0.372768","0.299045","252582400","0.379275","0.40654","0.3978","0.389987"
"1989-12-11","0.366071","0.370536","0.342634","0.350446","0.281137","650014400","0.379397","0.405603","0.39493","0.38361"
"1989-12-12","0.350446","0.352679","0.3125","0.321429","0.257859","1025416000","0.379386","0.404107","0.390359","0.373406"
"1989-12-13","0.321429","0.325893","0.316964","0.321429","0.257859","389760000","0.379386","0.402746","0.385895","0.361607"
"1989-12-14","0.319196","0.322545","0.308036","0.311384","0.249801","304752000","0.379381","0.401071","0.381696","0.348693"
"1989-12-15","0.310268","0.3125","0.290179","0.301339","0.241742","518168000","0.379336","0.398973","0.377232","0.337213"
"1989-12-18","0.301339","0.3125","0.301339","0.310268","0.248906","307204800","0.379302","0.396585","0.37298","0.327009"
"1989-12-19","0.308036","0.316964","0.308036","0.3125","0.250696","251193600","0.379269","0.393996","0.368835","0.318399"
"1989-12-20","0.319196","0.323661","0.314732","0.319196","0.256068","177990400","0.379291","0.39154","0.364796","0.313935"
"1989-12-21","0.319196","0.323661","0.316964","0.323661","0.25965","304808000","0.379369","0.389286","0.360969","0.314254"
"1989-12-22","0.323661","0.332589","0.321429","0.325893","0.26144","184587200","0.379436","0.387098","0.357462","0.314892"
"1989-12-26","0.328125","0.328125","0.314732","0.316964","0.254277","135284800","0.379459","0.385268","0.353529","0.315689"
"1989-12-27","0.316964","0.319196","0.3125","0.313616","0.251591","257006400","0.379453","0.383192","0.349755","0.317443"
"1989-12-28","0.3125","0.314732","0.305804","0.309152","0.24801","151256000","0.379436","0.380938","0.345716","0.317283"
"1989-12-29","0.310268","0.319196","0.30692","0.314732","0.252487","152409600","0.379436","0.378616","0.341996","0.317602"
"1990-01-02","0.314732","0.334821","0.3125","0.332589","0.266812","183198400","0.379542","0.376563","0.33902","0.319515"
"1990-01-03","0.339286","0.339286","0.334821","0.334821","0.268603","207995200","0.37966","0.374688","0.336256","0.32111"
"1990-01-04","0.341518","0.345982","0.332589","0.335938","0.269499","221513600","0.379782","0.373058","0.333014","0.322545"
"1990-01-05","0.337054","0.341518","0.330357","0.337054","0.270394","123312000","0.379955","0.371295","0.329932","0.325415"
"1990-01-08","0.334821","0.339286","0.330357","0.339286","0.272185","101572800","0.380117","0.369777","0.327912","0.329082"
"1990-01-09","0.339286","0.339286","0.330357","0.335938","0.269499","86139200","0.38029","0.368415","0.325733","0.332908"
"1990-01-10","0.335938","0.335938","0.319196","0.321429","0.257859","199718400","0.380379","0.366763","0.323289","0.333865"
"1990-01-11","0.323661","0.323661","0.308036","0.308036","0.247115","211052800","0.380391","0.364755","0.321269","0.330357"
"1990-01-12","0.305804","0.310268","0.301339","0.308036","0.247115","171897600","0.380379","0.362612","0.320631","0.326531"
"1990-01-15","0.308036","0.319196","0.305804","0.305804","0.245324","161739200","0.380318","0.360491","0.319887","0.322226"
"1990-01-16","0.299107","0.3125","0.292411","0.311384","0.249801","214244800","0.380313","0.358862","0.319887","0.318559"
"1990-01-17","0.310268","0.310268","0.294643","0.296875","0.238161","197299200","0.380257","0.357076","0.319675","0.3125"
"1990-01-18","0.294643","0.299107","0.287946","0.289063","0.231894","273291200","0.38014","0.355134","0.318665","0.305804"
"1990-01-19","0.301339","0.308036","0.299107","0.305804","0.245324","265137600","0.380061","0.353393","0.318346","0.303572"
"1990-01-22","0.303571","0.308036","0.296875","0.296875","0.238161","145611200","0.379877","0.351295","0.317283","0.301977"
"1990-01-23","0.301339","0.305804","0.294643","0.301339","0.241742","140873600","0.379732","0.349107","0.31622","0.301021"
"1990-01-24","0.290179","0.305804","0.287946","0.303571","0.243533","169792000","0.379565","0.34683","0.315157","0.300702"
"1990-01-25","0.305804","0.310268","0.303571","0.304688","0.244429","111540800","0.379369","0.344621","0.314573","0.299745"
"1990-01-26","0.303571","0.303571","0.287946","0.292411","0.23458","181249600","0.379113","0.342478","0.313563","0.299107"
"1990-01-29","0.294643","0.299107","0.28683","0.296875","0.238161","119929600","0.378867","0.340513","0.312978","0.300223"
"1990-01-30","0.296875","0.308036","0.294643","0.303571","0.243533","116446400","0.378633","0.338594","0.312447","0.299904"
"1990-01-31","0.308036","0.310268","0.294643","0.303571","0.243533","143942400","0.378359","0.336674","0.311065","0.300861"
"1990-02-01","0.308036","0.309152","0.299107","0.300223","0.240847","117073600","0.378036","0.334598","0.309418","0.300701"
"1990-02-02","0.296875","0.310268","0.296875","0.305804","0.245324","118473600","0.377746","0.332634","0.307983","0.30102"
"1990-02-05","0.305804","0.314732","0.303571","0.3125","0.250696","101752000","0.377517","0.330893","0.306813","0.302136"
"1990-02-06","0.310268","0.3125","0.303571","0.310268","0.248906","73920000","0.377277","0.329107","0.305432","0.304687"
"1990-02-07","0.294643","0.303571","0.290179","0.296875","0.238161","312446400","0.376976","0.327188","0.303572","0.304687"
"1990-02-08","0.296875","0.299107","0.287946","0.294643","0.236371","186636800","0.376674","0.325201","0.302296","0.303412"
"1990-02-09","0.299107","0.308036","0.296875","0.305804","0.245324","168078400","0.376445","0.32346","0.30219","0.303731"
"1990-02-12","0.305804","0.308036","0.301339","0.303571","0.243533","74916800","0.376222","0.32163","0.301977","0.304209"
"1990-02-13","0.303571","0.3125","0.301339","0.308036","0.247115","102166400","0.376021","0.319933","0.302083","0.304528"
"1990-02-14","0.308036","0.310268","0.301339","0.305804","0.245324","96062400","0.37577","0.317969","0.301818","0.303572"
"1990-02-15","0.301339","0.305804","0.299107","0.305804","0.245324","97966400","0.375502","0.316049","0.302243","0.302934"
"1990-02-16","0.305804","0.308036","0.301339","0.301339","0.242521","127209600","0.375179","0.314442","0.302827","0.303572"
"1990-02-20","0.299107","0.301339","0.294643","0.299107","0.240725","123244800","0.374821","0.31279","0.302509","0.304209"
"1990-02-21","0.292411","0.305804","0.290179","0.303571","0.244318","175907200","0.374453","0.311406","0.302827","0.30389"
"1990-02-22","0.303571","0.308036","0.294643","0.294643","0.237132","195182400","0.374029","0.31029","0.302509","0.302615"
"1990-02-23","0.292411","0.299107","0.292411","0.296875","0.238929","149956800","0.373583","0.309799","0.30219","0.30102"
"1990-02-26","0.294643","0.305804","0.294643","0.303571","0.244318","79609600","0.373142","0.309442","0.302136","0.300701"
"1990-02-27","0.303571","0.305804","0.299107","0.299107","0.240725","73953600","0.372628","0.309196","0.302455","0.299745"
"1990-02-28","0.299107","0.303571","0.296875","0.303571","0.244318","109334400","0.372093","0.309241","0.302774","0.300064"
"1990-03-01","0.299107","0.310268","0.296875","0.305804","0.246115","203896000","0.371596","0.309152","0.302881","0.30102"
"1990-03-02","0.299107","0.310268","0.296875","0.301339","0.242521","104899200","0.371083","0.308929","0.302774","0.300701"
"1990-03-05","0.299107","0.310268","0.299107","0.308036","0.247911","182470400","0.370625","0.308705","0.303146","0.302615"
"1990-03-06","0.3125","0.314732","0.308036","0.314732","0.2533","156016000","0.370156","0.308527","0.303571","0.305166"
"1990-03-07","0.3125","0.321429","0.3125","0.315848","0.254198","204220800","0.369682","0.308326","0.303731","0.30692"
"1990-03-08","0.319196","0.330357","0.3125","0.328125","0.264079","223843200","0.369291","0.308549","0.304581","0.311065"
"1990-03-09","0.328125","0.334821","0.323661","0.329241","0.264977","230473600","0.368806","0.308862","0.306122","0.314732"
"1990-03-12","0.332589","0.334821","0.323661","0.327009","0.263181","163956800","0.368287","0.309219","0.307664","0.317761"
"1990-03-13","0.325893","0.332589","0.323661","0.329241","0.264977","148579200","0.367768","0.309509","0.30878","0.321747"
"1990-03-14","0.328125","0.332589","0.325893","0.330357","0.265875","101785600","0.367299","0.309464","0.310055","0.324936"
"1990-03-15","0.325893","0.339286","0.325893","0.328125","0.264079","120232000","0.366808","0.30933","0.311012","0.326849"
"1990-03-16","0.357143","0.363839","0.34933","0.359375","0.289229","644761600","0.366429","0.309799","0.313563","0.333068"
"1990-03-19","0.361607","0.379464","0.357143","0.378348","0.304499","431793600","0.366133","0.310625","0.317017","0.340242"
"1990-03-20","0.377232","0.383929","0.363839","0.36942","0.297314","391316800","0.365882","0.311228","0.320259","0.345982"
"1990-03-21","0.368304","0.377232","0.368304","0.371652","0.29911","152734400","0.365653","0.311942","0.323714","0.35236"
"1990-03-22","0.372768","0.377232","0.363839","0.363839","0.292822","231660800","0.365318","0.31279","0.326584","0.357302"
"1990-03-23","0.368304","0.383929","0.366071","0.377232","0.303601","227987200","0.365078","0.314174","0.330517","0.363999"
"1990-03-26","0.379464","0.387277","0.375","0.377232","0.303601","128060800","0.364866","0.315558","0.334343","0.371014"
"1990-03-27","0.375","0.377232","0.368304","0.375","0.301804","84604800","0.364621","0.316942","0.337744","0.373246"
"1990-03-28","0.375","0.376116","0.366071","0.368304","0.296415","102939200","0.364297","0.31808","0.34104","0.371811"
"1990-03-29","0.366071","0.370536","0.363839","0.367188","0.295517","96891200","0.363917","0.319487","0.344069","0.371492"
"1990-03-30","0.357143","0.366071","0.357143","0.359375","0.289229","223350400","0.363594","0.320893","0.34662","0.369739"
"1990-04-02","0.357143","0.362723","0.352679","0.359375","0.289229","148769600","0.363404","0.321964","0.349384","0.369101"
"1990-04-03","0.361607","0.372768","0.361607","0.372768","0.300008","139708800","0.363304","0.323482","0.352466","0.368463"
"1990-04-04","0.370536","0.375","0.363839","0.368304","0.296415","149732800","0.363225","0.324821","0.355017","0.367188"
"1990-04-05","0.366071","0.368304","0.357143","0.359375","0.289229","108192000","0.363125","0.325938","0.35709","0.364956"
"1990-04-06","0.359375","0.368304","0.354911","0.356027","0.286535","118238400","0.362974","0.326964","0.358418","0.363202"
"1990-04-09","0.354911","0.370536","0.352679","0.367188","0.295517","105481600","0.362852","0.32846","0.360225","0.363202"
"1990-04-10","0.368304","0.375","0.366071","0.368304","0.296415","131320000","0.362751","0.329888","0.362192","0.364477"
"1990-04-11","0.370536","0.383929","0.370536","0.379464","0.305397","213158400","0.362746","0.331406","0.364583","0.367347"
"1990-04-12","0.383929","0.392857","0.379464","0.386161","0.310787","211803200","0.362813","0.333058","0.367241","0.36926"
"1990-04-16","0.388393","0.395089","0.386161","0.390625","0.31438","226889600","0.362952","0.334866","0.370217","0.372449"
"1990-04-17","0.386161","0.388393","0.381696","0.386161","0.310787","131107200","0.363041","0.336473","0.371492","0.376276"
"1990-04-18","0.386161","0.390625","0.379464","0.386161","0.310787","193446400","0.363153","0.337946","0.371865","0.380581"
"1990-04-19","0.372768","0.385045","0.357143","0.359375","0.289229","481476800","0.363142","0.338929","0.371386","0.379464"
"1990-04-20","0.364955","0.370536","0.354911","0.359375","0.289229","323523200","0.363097","0.340179","0.370802","0.378189"
"1990-04-23","0.359375","0.361607","0.352679","0.354911","0.285637","128352000","0.36303","0.341384","0.370376","0.374681"
"1990-04-24","0.357143","0.361607","0.34375","0.345982","0.27845","303732800","0.362952","0.342188","0.368888","0.368941"
"1990-04-25","0.345982","0.348214","0.341518","0.345982","0.27845","132574400","0.362907","0.343036","0.3674","0.362564"
"1990-04-26","0.348214","0.352679","0.340402","0.347098","0.279349","142161600","0.362857","0.343817","0.366072","0.356983"
"1990-04-27","0.348214","0.352679","0.345982","0.34933","0.281145","116412800","0.36279","0.344688","0.365168","0.351722"
"1990-04-30","0.350446","0.354911","0.348214","0.351563","0.282942","136393600","0.362729","0.345603","0.364424","0.350606"
"1990-05-01","0.354911","0.357143","0.351563","0.353795","0.284739","163609600","0.362679","0.346652","0.364158","0.349809"
"1990-05-02","0.354911","0.357143","0.350446","0.354911","0.285637","135430400","0.362701","0.347768","0.363946","0.349809"
"1990-05-03","0.354911","0.359375","0.354911","0.357143","0.287433","166308800","0.362679","0.348839","0.363202","0.351403"
"1990-05-04","0.357143","0.363839","0.350446","0.357143","0.287433","169534400","0.362679","0.350089","0.36267","0.352998"
"1990-05-07","0.354911","0.372768","0.354911","0.370536","0.298212","135990400","0.362746","0.351563","0.363202","0.356346"
"1990-05-08","0.366071","0.375","0.366071","0.372768","0.300008","112459200","0.362857","0.352946","0.363999","0.359694"
"1990-05-09","0.371652","0.375","0.368304","0.373884","0.300906","97238400","0.362997","0.354442","0.364318","0.362883"
"1990-05-10","0.372768","0.372768","0.361607","0.36942","0.297314","179043200","0.363136","0.355759","0.364371","0.365115"
"1990-05-11","0.36942","0.381696","0.363839","0.38058","0.306295","215241600","0.363287","0.357255","0.364424","0.368782"
"1990-05-14","0.381696","0.381696","0.368304","0.372768","0.300008","226385600","0.363393","0.358683","0.363786","0.371014"
"1990-05-15","0.36942","0.375","0.366071","0.372768","0.300008","149385600","0.363482","0.359978","0.362936","0.373246"
"1990-05-16","0.372768","0.372768","0.366071","0.371652","0.29911","87304000","0.36356","0.361116","0.362245","0.373406"
"1990-05-17","0.372768","0.377232","0.366071","0.370536","0.298212","153585600","0.363605","0.36221","0.361501","0.373087"
"1990-05-18","0.368304","0.370536","0.352679","0.354911","0.285637","258462400","0.363538","0.362746","0.361288","0.370376"
"1990-05-21","0.352679","0.357143","0.345982","0.352679","0.284628","262483200","0.363393","0.363214","0.36097","0.367985"
"1990-05-22","0.358259","0.370536","0.357143","0.36942","0.298139","301089600","0.363287","0.364063","0.36166","0.366391"
"1990-05-23","0.368304","0.379464","0.368304","0.375","0.302642","207513600","0.363192","0.364978","0.363042","0.366709"
"1990-05-24","0.377232","0.377232","0.370536","0.375","0.302642","148131200","0.363103","0.365871","0.364424","0.367028"
"1990-05-25","0.352679","0.363839","0.348214","0.357143","0.288231","323321600","0.362958","0.366451","0.364902","0.364956"
"1990-05-29","0.357143","0.368304","0.350446","0.366071","0.295436","243208000","0.362919","0.366585","0.3657","0.364318"
"1990-05-30","0.371652","0.372768","0.368304","0.36942","0.298139","276819200","0.362947","0.366406","0.36655","0.36639"
"1990-05-31","0.370536","0.370536","0.366071","0.368304","0.297238","103084800","0.362941","0.366384","0.367241","0.368623"
"1990-06-01","0.36942","0.375","0.363839","0.363839","0.293635","157236800","0.362958","0.366228","0.367666","0.367825"
"1990-06-04","0.363839","0.366071","0.354911","0.363839","0.293635","179424000","0.362947","0.366228","0.367985","0.366231"
"1990-06-05","0.366071","0.366071","0.348214","0.352679","0.284628","299432000","0.362824","0.365737","0.367772","0.363042"
"1990-06-06","0.348214","0.352679","0.345982","0.352679","0.284628","211747200","0.362701","0.365246","0.366922","0.362404"
"1990-06-07","0.352679","0.354911","0.34375","0.348214","0.281024","186435200","0.362528","0.36471","0.365753","0.359853"
"1990-06-08","0.34375","0.34375","0.334821","0.341518","0.27562","333883200","0.362282","0.364174","0.364211","0.355867"
"1990-06-11","0.337054","0.348214","0.337054","0.348214","0.281024","157897600","0.362054","0.363795","0.363202","0.352997"
"1990-06-12","0.34933","0.361607","0.345982","0.361607","0.291833","165032000","0.361864","0.363839","0.362298","0.352679"
"1990-06-13","0.360491","0.363839","0.354911","0.354911","0.286429","138947200","0.361641","0.36375","0.361448","0.351403"
"1990-06-14","0.357143","0.359375","0.350446","0.354911","0.286429","140324800","0.361445","0.363393","0.360597","0.351722"
"1990-06-15","0.354911","0.357143","0.34933","0.352679","0.284628","144144000","0.361222","0.36308","0.359694","0.351722"
"1990-06-18","0.350446","0.352679","0.348214","0.350446","0.282826","111395200","0.360988","0.362902","0.358737","0.352041"
"1990-06-19","0.348214","0.354911","0.342634","0.353795","0.285528","157225600","0.360765","0.362857","0.358684","0.353795"
"1990-06-20","0.356027","0.359375","0.354911","0.357143","0.288231","154739200","0.360553","0.362656","0.358897","0.35507"
"1990-06-21","0.357143","0.375","0.357143","0.373884","0.301741","208600000","0.360424","0.362768","0.359109","0.356824"
"1990-06-22","0.375","0.38058","0.368304","0.370536","0.299039","283976000","0.360279","0.362589","0.358897","0.359056"
"1990-06-25","0.370536","0.372768","0.359375","0.368304","0.297238","122001600","0.360112","0.362232","0.358578","0.36097"
"1990-06-26","0.372768","0.375","0.360491","0.362723","0.292734","127254400","0.359883","0.361674","0.358844","0.362404"
"1990-06-27","0.363839","0.375","0.359375","0.370536","0.299039","97227200","0.359682","0.361362","0.359056","0.365274"
"1990-06-28","0.381696","0.386161","0.372768","0.383929","0.309848","249939200","0.359593","0.361317","0.359747","0.369579"
"1990-06-29","0.383929","0.40067","0.381696","0.399554","0.322458","325192000","0.359593","0.362121","0.361235","0.375638"
"1990-07-02","0.397321","0.397321","0.390625","0.392857","0.317053","135408000","0.359548","0.36279","0.362617","0.378348"
"1990-07-03","0.391741","0.397321","0.390625","0.392857","0.317053","99500800","0.359548","0.363549","0.363999","0.381537"
"1990-07-05","0.390625","0.395089","0.386161","0.388393","0.313451","107464000","0.359559","0.364397","0.3657","0.384407"
"1990-07-06","0.388393","0.401786","0.386161","0.399554","0.322458","209059200","0.359565","0.365469","0.367932","0.389669"
"1990-07-09","0.401786","0.419643","0.399554","0.416295","0.335969","315459200","0.359649","0.366853","0.371174","0.396206"
"1990-07-10","0.419643","0.424107","0.417411","0.419643","0.338671","361424000","0.359743","0.368259","0.374894","0.401308"
"1990-07-11","0.417411","0.419643","0.408482","0.419643","0.338671","246153600","0.359821","0.369621","0.378295","0.404177"
"1990-07-12","0.417411","0.424107","0.415179","0.422991","0.341373","182470400","0.359916","0.371005","0.381218","0.408482"
"1990-07-13","0.424107","0.426339","0.417411","0.417411","0.336869","230977600","0.360006","0.372255","0.384194","0.41199"
"1990-07-16","0.417411","0.420759","0.404018","0.407366","0.328763","179704000","0.360011","0.373259","0.386692","0.4147"
"1990-07-17","0.408482","0.410714","0.392857","0.395089","0.318855","136852800","0.36","0.374018","0.388712","0.414063"
"1990-07-18","0.397321","0.401786","0.383929","0.398438","0.321557","288366400","0.360011","0.374576","0.390997","0.411512"
"1990-07-19","0.363839","0.379464","0.357143","0.372768","0.300841","585984000","0.359928","0.374576","0.391901","0.404815"
"1990-07-20","0.375","0.379464","0.363839","0.366071","0.295436","191844800","0.359782","0.37442","0.392326","0.397162"
"1990-07-23","0.366071","0.372768","0.357143","0.370536","0.299039","270188800","0.359604","0.374442","0.392166","0.389668"
"1990-07-24","0.375","0.377232","0.366071","0.376116","0.303543","193916800","0.359336","0.374353","0.392432","0.383769"
"1990-07-25","0.375","0.386161","0.372768","0.377232","0.304443","104921600","0.359012","0.374442","0.392857","0.379464"
"1990-07-26","0.377232","0.379464","0.366071","0.36942","0.298139","80337600","0.35865","0.374375","0.393176","0.375797"
"1990-07-27","0.368304","0.372768","0.361607","0.36942","0.298139","62316800","0.358315","0.37433","0.393123","0.371652"
"1990-07-30","0.363839","0.379464","0.363839","0.378348","0.305344","85456000","0.35803","0.374487","0.392857","0.372449"
"1990-07-31","0.379464","0.381696","0.370536","0.375","0.302642","96006400","0.357863","0.374889","0.391688","0.373725"
"1990-08-01","0.375","0.381696","0.370536","0.378348","0.305344","93508800","0.357667","0.375402","0.390997","0.374841"
"1990-08-02","0.368304","0.390625","0.368304","0.388393","0.313451","223126400","0.3575","0.375781","0.390785","0.376594"
"1990-08-03","0.388393","0.390625","0.354911","0.368304","0.297238","268968000","0.357188","0.375647","0.389828","0.375319"
"1990-08-06","0.348214","0.361607","0.34375","0.352679","0.284628","179659200","0.356775","0.375201","0.387596","0.372927"
"1990-08-07","0.359375","0.362723","0.345982","0.352679","0.284628","198531200","0.356395","0.375112","0.384566","0.370536"
"1990-08-08","0.352679","0.363839","0.352679","0.358259","0.289131","102536000","0.356099","0.374955","0.381643","0.367666"
"1990-08-09","0.359375","0.361607","0.350446","0.352679","0.284628","96387200","0.355737","0.374621","0.378455","0.364477"
"1990-08-10","0.345982","0.350446","0.341518","0.345982","0.279223","102704000","0.355391","0.374174","0.374788","0.359854"
"1990-08-13","0.339286","0.357143","0.33817","0.356027","0.28733","156116800","0.355151","0.374018","0.371864","0.35523"
"1990-08-14","0.357143","0.357143","0.350446","0.354911","0.286429","98168000","0.354905","0.373839","0.369367","0.353317"
"1990-08-15","0.357143","0.359375","0.350446","0.350446","0.282826","92052800","0.354615","0.373795","0.367241","0.352998"
"1990-08-16","0.348214","0.353795","0.34375","0.34375","0.277422","123894400","0.354258","0.373616","0.364637","0.351722"
"1990-08-17","0.34375","0.34375","0.319196","0.325893","0.26301","246108800","0.353828","0.37317","0.362404","0.347098"
"1990-08-20","0.325893","0.334821","0.323661","0.328125","0.265612","75062400","0.353505","0.372902","0.360597","0.343591"
"1990-08-21","0.319196","0.328125","0.314732","0.323661","0.261999","161044800","0.353192","0.372411","0.358365","0.340402"
"1990-08-22","0.330357","0.330357","0.311384","0.313616","0.253867","122718400","0.352829","0.371451","0.355389","0.334343"
"1990-08-23","0.305804","0.3125","0.299107","0.308036","0.24935","143696000","0.352405","0.370514","0.352094","0.327647"
"1990-08-24","0.314732","0.321429","0.310268","0.316964","0.256577","73416000","0.351981","0.369755","0.349596","0.322864"
"1990-08-27","0.328125","0.339286","0.323661","0.337054","0.27284","117465600","0.351613","0.369442","0.348055","0.321907"
"1990-08-28","0.334821","0.342634","0.332589","0.340402","0.27555","80192000","0.351228","0.369241","0.346248","0.32398"
"1990-08-29","0.339286","0.340402","0.328125","0.332589","0.269226","150931200","0.350815","0.368817","0.344228","0.324617"
"1990-08-30","0.332589","0.334821","0.321429","0.323661","0.261999","122595200","0.350435","0.368147","0.341624","0.324617"
"1990-08-31","0.321429","0.332589","0.321429","0.330357","0.267419","99456000","0.350112","0.367277","0.338861","0.327009"
"1990-09-04","0.325893","0.334821","0.325893","0.330357","0.267419","82745600","0.349766","0.366473","0.337054","0.330198"
"1990-09-05","0.332589","0.332589","0.319196","0.321429","0.260192","64052800","0.349375","0.365536","0.335566","0.330836"
"1990-09-06","0.316964","0.321429","0.314732","0.319196","0.258384","87628800","0.348951","0.364665","0.333971","0.328284"
"1990-09-07","0.316964","0.328125","0.313616","0.324777","0.262902","58172800","0.348555","0.36375","0.332377","0.326052"
"1990-09-10","0.330357","0.330357","0.319196","0.319196","0.258384","75980800","0.348153","0.362455","0.330782","0.324139"
"1990-09-11","0.321429","0.322545","0.301339","0.303571","0.245736","178270400","0.347673","0.360536","0.328763","0.321269"
"1990-09-12","0.308036","0.308036","0.299107","0.303571","0.245736","100408000","0.347227","0.35875","0.326265","0.317442"
"1990-09-13","0.308036","0.310268","0.294643","0.301339","0.243929","97260800","0.346763","0.35692","0.323714","0.313297"
"1990-09-14","0.299107","0.305804","0.296875","0.303571","0.245736","113915200","0.346317","0.355223","0.321482","0.310746"
"1990-09-17","0.303571","0.314732","0.299107","0.301339","0.243929","77672000","0.345848","0.353259","0.319462","0.308195"
"1990-09-18","0.301339","0.301339","0.294643","0.297991","0.241219","124611200","0.345374","0.350893","0.318133","0.304368"
"1990-09-19","0.296875","0.301339","0.285714","0.290179","0.234895","182459200","0.344805","0.348304","0.316326","0.300223"
"1990-09-20","0.287946","0.287946","0.279018","0.282366","0.228571","100934400","0.344208","0.345558","0.31436","0.297194"
"1990-09-21","0.285714","0.290179","0.276786","0.28125","0.227667","153865600","0.343705","0.342723","0.312819","0.294005"
"1990-09-24","0.28125","0.28125","0.265625","0.270089","0.218633","138499200","0.343147","0.339777","0.311012","0.289541"
"1990-09-25","0.272321","0.274554","0.261161","0.267857","0.216826","157953600","0.342623","0.336987","0.308673","0.284439"
"1990-09-26","0.267857","0.272321","0.265625","0.265625","0.215019","94136000","0.342199","0.334397","0.305272","0.279337"
"1990-09-27","0.267857","0.272321","0.25","0.252232","0.204178","142340800","0.341853","0.331473","0.301073","0.2728"
"1990-09-28","0.254464","0.258929","0.243304","0.258929","0.209599","176041600","0.34154","0.329196","0.297566","0.268335"
"1990-10-01","0.263393","0.276786","0.261161","0.272321","0.22044","155657600","0.341345","0.327321","0.295121","0.2669"
"1990-10-02","0.276786","0.285714","0.263393","0.264509","0.214116","270984000","0.341161","0.325201","0.291985","0.264509"
"1990-10-03","0.265625","0.265625","0.238839","0.241071","0.195143","268240000","0.340815","0.3225","0.287734","0.260363"
"1990-10-04","0.238839","0.25","0.234375","0.25","0.202371","213494400","0.340502","0.319955","0.284332","0.257812"
"1990-10-05","0.241071","0.256696","0.241071","0.25","0.202371","99489600","0.340156","0.317567","0.281037","0.25558"
"1990-10-08","0.256696","0.261161","0.252232","0.260045","0.210502","61532800","0.339838","0.315379","0.277955","0.256696"
"1990-10-09","0.254464","0.258929","0.247768","0.25","0.202371","120579200","0.339459","0.312813","0.27466","0.255421"
"1990-10-10","0.243304","0.25","0.232143","0.236607","0.19153","147907200","0.339057","0.310045","0.271471","0.250319"
"1990-10-11","0.238839","0.248884","0.227679","0.247768","0.200564","205979200","0.338728","0.307433","0.268814","0.247927"
"1990-10-12","0.252232","0.254464","0.241071","0.252232","0.204178","228648000","0.338443","0.30471","0.266475","0.249522"
"1990-10-15","0.254464","0.256696","0.237723","0.247768","0.200564","201017600","0.338108","0.302299","0.263818","0.249203"
"1990-10-16","0.245536","0.245536","0.216518","0.223214","0.180688","305233600","0.337561","0.29971","0.260098","0.245376"
"1990-10-17","0.225446","0.236607","0.223214","0.236607","0.19153","309064000","0.33707","0.297388","0.257175","0.242028"
"1990-10-18","0.236607","0.256696","0.236607","0.254464","0.205985","315000000","0.336663","0.295312","0.255474","0.242666"
"1990-10-19","0.279018","0.283482","0.270089","0.280134","0.226764","933732800","0.336378","0.293862","0.255368","0.248884"
"1990-10-22","0.28125","0.28125","0.272321","0.277902","0.224957","252739200","0.336071","0.2925","0.255208","0.253189"
"1990-10-23","0.276786","0.28125","0.270089","0.276786","0.224054","167048000","0.335776","0.290915","0.255527","0.256696"
"1990-10-24","0.274554","0.276786","0.267857","0.272321","0.22044","141825600","0.33553","0.289263","0.25574","0.260204"
"1990-10-25","0.270089","0.279018","0.264509","0.267857","0.216826","153462400","0.335329","0.287612","0.255846","0.266582"
"1990-10-26","0.265625","0.279018","0.265625","0.267857","0.216826","134198400","0.335128","0.286094","0.25659","0.271046"
"1990-10-29","0.270089","0.272321","0.265625","0.266741","0.215923","123480000","0.334933","0.284911","0.256962","0.2728"
"1990-10-30","0.265625","0.274554","0.257813","0.271205","0.219536","98044800","0.334732","0.283772","0.256909","0.271524"
"1990-10-31","0.272321","0.284598","0.270089","0.274554","0.222247","148758400","0.334621","0.28279","0.257387","0.271046"
