"date","open","high","low","close","adj_close","volume","ma_200","ma_50","ma_21","ma_7"
"1981-01-22",0.146763,0.147879,0.146763,0.146763,0.115034,35548800,NULL,NULL,0.145142,0.142219
"1981-01-23",0.146763,0.147321,0.146205,0.146205,0.114597,11222400,NULL,NULL,0.145541,0.143574
"1981-01-26",0.144531,0.144531,0.143973,0.143973,0.112847,24640000,NULL,NULL,0.145488,0.144212
"1981-01-27",0.143973,0.143973,0.142857,0.142857,0.111972,23699200,NULL,NULL,0.144744,0.14485
"1981-01-28",0.138951,0.138951,0.138393,0.138393,0.108473,28156800,NULL,NULL,0.143681,0.143654
"1981-01-29",0.133929,0.133929,0.133371,0.133371,0.104537,43904000,NULL,NULL,0.142565,0.142379
"1981-01-30",0.127232,0.127232,0.126116,0.126116,0.098851,46188800,NULL,NULL,0.141316,0.139668
"1981-02-02",0.11942,0.11942,0.118862,0.118862,0.093165,23766400,NULL,NULL,0.139642,0.135682
"1981-02-03",0.123326,0.123884,0.123326,0.123326,0.096664,19152000,NULL,NULL,0.13834,0.132414
"1981-02-04",0.12779,0.128348,0.12779,0.12779,0.100163,27865600,NULL,NULL,0.137569,0.130102
"1981-02-05",0.12779,0.128906,0.12779,0.12779,0.100163,7929600,NULL,NULL,0.137091,0.12795
"1981-02-06",0.128348,0.128906,0.128348,0.128348,0.1006,13865600,NULL,NULL,0.136772,0.126515
"1981-02-09",0.122768,0.122768,0.121652,0.121652,0.095352,16755200,NULL,NULL,0.135789,0.124841
"1981-02-10",0.121652,0.12221,0.121652,0.121652,0.095352,18345600,NULL,NULL,0.134859,0.124203
"1981-02-11",0.118304,0.118304,0.117746,0.117746,0.09229,13843200,NULL,NULL,0.133982,0.124043
"1981-02-12",0.117188,0.117188,0.116629,0.116629,0.091415,14560000,NULL,NULL,0.133025,0.123087
"1981-02-13",0.114955,0.114955,0.113839,0.113839,0.089228,11155200,NULL,NULL,0.131803,0.121094
"1981-02-17",0.116629,0.117188,0.116629,0.116629,0.091415,12275200,NULL,NULL,0.130766,0.119499
"1981-02-18",0.121652,0.122768,0.121652,0.121652,0.095352,19241600,NULL,NULL,0.129571,0.118543
"1981-02-19",0.114955,0.114955,0.114397,0.114397,0.089665,22310400,NULL,NULL,0.128242,0.117506
"1981-02-20",0.108817,0.108817,0.108259,0.108259,0.084854,24371200,NULL,NULL,0.126488,0.115593
"1981-02-23",0.109933,0.110491,0.109933,0.109933,0.086166,14112000,NULL,NULL,0.124734,0.114477
"1981-02-24",0.107143,0.107143,0.106027,0.106027,0.083105,16979200,NULL,0.132578,0.122821,0.112962
"1981-02-25",0.112723,0.113281,0.112723,0.112723,0.088353,19488000,NULL,0.132266,0.121333,0.112803
"1981-02-26",0.114397,0.114955,0.114397,0.114397,0.089665,10841600,NULL,0.132121,0.119978,0.112484
"1981-02-27",0.118304,0.11942,0.118304,0.118304,0.092728,14761600,NULL,0.132232,0.119021,0.112006
"1981-03-02",0.118862,0.11942,0.118862,0.118862,0.093165,11760000,NULL,0.132299,0.11833,0.112644
"1981-03-03",0.117746,0.117746,0.117188,0.117188,0.091853,16172800,NULL,0.132266,0.117905,0.113919
"1981-03-04",0.116629,0.116629,0.116071,0.116071,0.090977,13708800,NULL,0.132065,0.117772,0.114796
"1981-03-05",0.116071,0.116071,0.115513,0.115513,0.09054,5376000,NULL,0.13173,0.1174,0.116151
"1981-03-06",0.115513,0.115513,0.114397,0.114397,0.089665,11603200,NULL,0.131261,0.116762,0.11639
"1981-03-09",0.106027,0.106027,0.105469,0.105469,0.082667,15321600,NULL,0.130469,0.115699,0.115115
"1981-03-10",0.101004,0.101004,0.100446,0.100446,0.07873,28380800,NULL,0.129308,0.114371,0.112564
"1981-03-11",0.097656,0.097656,0.09654,0.09654,0.075669,29859200,NULL,0.128025,0.113175,0.109375
"1981-03-12",0.100446,0.101004,0.100446,0.100446,0.07873,59248000,NULL,0.126897,0.112165,0.106983
"1981-03-13",0.099888,0.099888,0.09933,0.09933,0.077856,231302400,NULL,0.125837,0.111288,0.104592
"1981-03-16",0.103237,0.104353,0.103237,0.103237,0.080918,37228800,NULL,0.124821,0.11065,0.102838
"1981-03-17",0.108259,0.109375,0.108259,0.108259,0.084854,43747200,NULL,0.123973,0.110385,0.101961
"1981-03-18",0.114955,0.116071,0.114955,0.114955,0.090103,36937600,NULL,0.123393,0.110305,0.103316
"1981-03-19",0.114397,0.114397,0.113839,0.113839,0.089228,37811200,NULL,0.122913,0.109933,0.105229
"1981-03-20",0.114955,0.116071,0.114955,0.114955,0.090103,14604800,NULL,0.122511,0.10996,0.10786
"1981-03-23",0.11942,0.120536,0.11942,0.11942,0.093602,22019200,NULL,0.122054,0.110491,0.110571
"1981-03-24",0.11942,0.11942,0.118862,0.118862,0.093165,28156800,NULL,0.121607,0.110916,0.113361
"1981-03-25",0.117746,0.117746,0.116629,0.116629,0.091415,7056000,NULL,0.121216,0.111421,0.115274
"1981-03-26",0.114955,0.114955,0.114397,0.114397,0.089665,12275200,NULL,0.12077,0.111501,0.116151
"1981-03-27",0.111049,0.111049,0.110491,0.110491,0.086604,12252800,NULL,0.12019,0.111315,0.115513
"1981-03-30",0.110491,0.111607,0.110491,0.110491,0.086604,9900800,NULL,0.119632,0.110943,0.115035
"1981-03-31",0.110491,0.110491,0.109375,0.109375,0.085729,15993600,NULL,0.118884,0.110491,0.114238
"1981-04-01",0.108817,0.108817,0.108259,0.108259,0.084854,34070400,NULL,0.118203,0.110066,0.112643
"1981-04-02",0.117746,0.118304,0.117746,0.117746,0.09229,31404800,NULL,0.117656,0.110146,0.112484
"1981-04-03",0.118304,0.118862,0.118304,0.118304,0.092728,16486400,NULL,0.117087,0.110278,0.112723
